obsID,precinct,zone,group,mail.pp,phone.pp,lit.pp,text.pp,applied,mail.apply,phone.apply,lit.apply,text.apply,voted,mail.voted,phone.voted,lit.voted,text.voted
331,New London,3,1,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
332,New London,3,4,N,N,N,Y,B,X,X,X,X,N,N,N,N,N
333,Oxford W,3,8,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
334,Oxford W,3,8,N,Y,N,N,B,X,X,X,X,mail,X,X,X,X
335,New London,3,7,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
336,London Grove S,3,2,N,N,N,N,B,X,X,X,X,N,N,N,N,N
337,London Grove S,3,2,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
338,New London,3,4,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
339,London Grove S,3,5,Y,Y,N,N,B,X,X,X,X,mail,X,X,X,X
340,New London,3,5,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
341,New London,3,5,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
342,London Grove S,3,3,N,N,Y,N,B,X,X,X,X,mail,X,X,X,X
343,London Grove S,3,8,N,N,Y,N,B,X,X,X,X,N,N,N,N,N
344,London Grove S,3,8,N,N,Y,N,B,X,X,X,X,N,N,N,N,N
345,Oxford W,3,5,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
346,London Grove Ch,3,3,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
347,London Grove Ch,3,5,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
348,Lower Oxford E,3,6,Y,N,Y,N,B,X,X,X,X,mail,X,X,X,X
349,Lower Oxford W,3,1,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
350,London Grove Ch,3,6,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
351,London Grove S,3,10,N,N,Y,Y,B,X,X,X,X,mail,X,X,X,X
352,London Grove S,3,10,N,N,Y,N,B,X,X,X,X,N,N,N,N,N
353,London Grove S,3,10,N,N,Y,N,B,X,X,X,X,mail,X,X,X,X
354,London Grove S,3,6,Y,N,Y,N,B,X,X,X,X,N,N,N,N,N
355,New London,3,1,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
356,Oxford W,3,1,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
357,New London,3,5,Y,Y,N,N,B,X,X,X,X,mail,X,X,X,X
358,Londonderry,3,5,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
359,London Grove S,3,2,N,N,N,N,B,X,X,X,X,N,N,N,N,N
360,New London,3,6,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
361,London Grove S,3,10,N,N,Y,N,B,X,X,X,X,mail,X,X,X,X
362,New London,3,8,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
363,Oxford W,3,7,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
364,London Grove S,3,4,N,N,N,N,B,X,X,X,X,N,N,N,N,N
365,Londonderry,3,3,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
366,Londonderry,3,3,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
367,London Grove S,3,4,N,N,N,N,B,X,X,X,X,N,N,N,N,N
368,Lower Oxford W,3,1,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
369,Oxford W,3,4,N,N,N,N,B,X,X,X,X,N,N,N,N,N
370,Oxford W,3,4,N,N,N,Y,B,X,X,X,X,N,N,N,N,N
371,Lower Oxford W,3,6,Y,N,Y,N,B,X,X,X,X,N,N,N,N,N
372,London Grove Ch,3,3,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
373,London Grove Ch,3,6,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
374,London Grove S,3,7,Y,N,N,Y,B,X,X,X,X,mail,X,X,X,X
375,London Grove Ch,3,10,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
376,Lower Oxford W,3,5,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
377,London Grove S,3,8,N,Y,Y,N,B,X,X,X,X,mail,X,X,X,X
378,London Grove S,3,4,N,N,N,Y,B,X,X,X,X,N,N,N,N,N
379,New London,3,3,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
380,New London,3,3,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
381,New London,3,3,N,N,N,N,B,X,X,X,X,N,N,N,N,N
382,London Grove S,3,2,N,N,N,N,B,X,X,X,X,N,N,N,N,N
383,London Grove S,3,5,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
384,Lower Oxford E,3,10,N,N,Y,Y,B,X,X,X,X,N,N,N,N,N
385,Londonderry,3,6,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
386,London Grove S,3,6,Y,N,Y,N,B,X,X,X,X,mail,X,X,X,X
387,London Grove S,3,6,Y,N,Y,N,B,X,X,X,X,mail,X,X,X,X
388,Londonderry,3,8,N,N,N,N,B,X,X,X,X,N,N,N,N,N
389,London Grove Ch,3,7,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
390,Oxford W,3,8,N,Y,Y,N,B,X,X,X,X,mail,X,X,X,X
391,Oxford W,3,8,N,N,Y,N,B,X,X,X,X,mail,X,X,X,X
392,Oxford W,3,8,N,N,Y,N,B,X,X,X,X,mail,X,X,X,X
393,London Grove Ch,3,3,N,N,N,N,B,X,X,X,X,N,N,N,N,N
394,London Grove S,3,2,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
395,New London,3,10,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
396,London Grove Ch,3,1,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
397,New London,3,9,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
398,Londonderry,3,7,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
399,London Grove S,3,2,N,N,N,N,B,X,X,X,X,N,N,N,N,N
400,Oxford E,3,7,Y,N,N,Y,B,X,X,X,X,mail,X,X,X,X
401,London Grove Ch,3,9,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
402,London Grove Ch,3,6,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
403,Oxford W,3,2,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
404,New London,3,1,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
405,London Grove S,3,3,N,N,Y,N,B,X,X,X,X,mail,X,X,X,X
406,London Grove S,3,3,N,N,Y,N,B,X,X,X,X,mail,X,X,X,X
407,New London,3,7,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
408,Oxford W,3,9,N,Y,N,Y,B,X,X,X,X,mail,X,X,X,X
409,Londonderry,3,10,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
410,Oxford W,3,7,Y,N,N,Y,B,X,X,X,X,mail,X,X,X,X
411,London Grove S,3,6,Y,N,Y,N,B,X,X,X,X,mail,X,X,X,X
412,London Grove S,3,6,Y,N,Y,N,B,X,X,X,X,mail,X,X,X,X
413,London Grove S,3,8,N,N,Y,N,B,X,X,X,X,N,N,N,N,N
414,London Grove S,3,6,Y,N,Y,N,B,X,X,X,X,mail,X,X,X,X
415,Oxford E,3,4,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
416,Oxford W,3,4,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
417,Londonderry,3,6,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
418,New London,3,7,Y,N,N,Y,B,X,X,X,X,mail,X,X,X,X
419,New London,3,7,Y,N,N,Y,B,X,X,X,X,mail,X,X,X,X
420,Oxford E,3,5,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
421,Oxford E,3,5,Y,Y,N,N,B,X,X,X,X,N,N,N,N,N
422,Oxford W,3,8,N,N,Y,N,B,X,X,X,X,N,N,N,N,N
423,Londonderry,3,9,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
424,Londonderry,3,9,N,Y,N,Y,B,X,X,X,X,mail,X,X,X,X
425,New London,3,7,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
426,New London,3,7,Y,N,N,Y,B,X,X,X,X,mail,X,X,X,X
427,London Grove S,3,5,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
428,London Grove S,3,5,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
429,London Grove S,3,5,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
430,New London,3,1,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
431,London Grove S,3,4,N,N,N,N,B,X,X,X,X,N,N,N,N,N
432,London Grove S,3,7,Y,N,N,Y,B,X,X,X,X,N,N,N,N,N
433,London Grove Ch,3,5,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
434,London Grove Ch,3,8,N,Y,N,N,B,X,X,X,X,mail,X,X,X,X
435,Londonderry,3,2,N,N,N,N,B,X,X,X,X,N,N,N,N,N
436,New London,3,7,Y,N,N,Y,B,X,X,X,X,N,N,N,N,N
437,Oxford W,3,2,N,Y,N,N,B,X,X,X,X,mail,X,X,X,X
438,New London,3,3,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
439,Londonderry,3,4,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
440,New London,3,5,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
441,New London,3,5,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
442,New London,3,4,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
443,Oxford W,3,3,N,N,Y,N,B,X,X,X,X,mail,X,X,X,X
444,Oxford W,3,4,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
445,Oxford W,3,9,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
446,London Grove S,3,9,N,Y,N,N,B,X,X,X,X,mail,X,X,X,X
447,London Grove S,3,9,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
448,Oxford W,3,9,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
449,New London,3,10,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
450,New London,3,5,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
451,London Grove S,3,1,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
452,London Grove Ch,3,1,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
453,New London,3,7,Y,N,N,Y,B,X,X,X,X,mail,X,X,X,X
454,Oxford W,3,10,N,N,Y,Y,B,X,X,X,X,N,N,N,N,N
455,London Grove S,3,2,N,Y,N,N,B,X,X,X,X,N,N,N,N,N
456,London Grove S,3,2,N,N,N,N,B,X,X,X,X,N,N,N,N,N
457,London Grove S,3,4,N,N,N,Y,B,X,X,X,X,N,N,N,N,N
458,Oxford W,3,2,N,Y,N,N,B,X,X,X,X,prov,X,X,X,X
459,Lower Oxford W,3,1,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
460,New London,3,8,N,Y,N,N,B,X,X,X,X,N,N,N,N,N
461,New London,3,8,N,Y,N,N,B,X,X,X,X,N,N,N,N,N
462,Oxford W,3,5,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
463,New London,3,4,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
464,London Grove S,3,4,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
465,London Grove S,3,3,N,N,Y,N,B,X,X,X,X,mail,X,X,X,X
466,London Grove Ch,3,9,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
467,Oxford W,3,6,Y,N,Y,N,B,X,X,X,X,mail,X,X,X,X
468,London Grove Ch,3,1,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
469,Londonderry,3,4,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
470,London Grove S,3,3,N,N,Y,N,B,X,X,X,X,mail,X,X,X,X
471,Upper Oxford,3,3,N,N,N,N,B,X,X,X,X,N,N,N,N,N
472,Upper Oxford,3,6,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
473,Upper Oxford,3,4,N,N,N,Y,B,X,X,X,X,N,N,N,N,N
474,Upper Oxford,3,2,N,N,N,N,B,X,X,X,X,N,N,N,N,N
475,Upper Oxford,3,4,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
476,Upper Oxford,3,2,N,N,N,N,B,X,X,X,X,N,N,N,N,N
477,Upper Oxford,3,6,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
478,Upper Oxford,3,2,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
479,Upper Oxford,3,6,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
480,Upper Oxford,3,7,Y,N,N,Y,B,X,X,X,X,mail,X,X,X,X
481,Upper Oxford,3,7,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
482,Upper Oxford,3,4,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
483,Upper Oxford,3,7,Y,N,N,Y,B,X,X,X,X,mail,X,X,X,X
484,Upper Oxford,3,3,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
485,Penn,3,5,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
486,Penn,3,6,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
487,Penn,3,6,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
488,Penn,3,8,N,N,N,N,B,X,X,X,X,N,N,N,N,N
489,Penn,3,6,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
490,Penn,3,8,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
491,Penn,3,8,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
492,W Nottingham,3,6,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
493,West Grove 1,3,1,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
494,Penn,3,4,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
495,W Fallowfield,3,2,N,Y,N,N,B,X,X,X,X,mail,X,X,X,X
496,Penn,3,8,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
497,Penn,3,8,N,Y,N,N,B,X,X,X,X,mail,X,X,X,X
498,W Fallowfield,3,3,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
499,Penn,3,8,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
500,Penn,3,7,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
501,Penn,3,7,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
502,Penn,3,5,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
503,Penn,3,3,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
504,Penn,3,1,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
505,Penn,3,1,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
506,W Nottingham,3,9,N,Y,N,N,B,X,X,X,X,N,N,N,N,N
507,Penn,3,4,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
508,Penn,3,4,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
509,West Grove 1,3,2,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
510,Penn,3,4,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
511,W Nottingham,3,3,N,N,N,N,B,X,X,X,X,N,N,N,N,N
512,Penn,3,6,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
513,Penn,3,9,N,N,N,N,B,X,X,X,X,N,N,N,N,N
514,W Fallowfield,3,10,N,N,N,Y,B,X,X,X,X,N,N,N,N,N
515,West Grove 1,3,3,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
516,Penn,3,1,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
517,Penn,3,5,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
518,Penn,3,5,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
519,Penn,3,5,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
520,Penn,3,9,N,N,N,Y,B,X,X,X,X,N,N,N,N,N
521,Penn,3,1,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
522,Penn,3,1,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
523,Penn,3,2,N,N,N,N,B,X,X,X,X,polls,X,X,X,X
524,W Fallowfield,3,3,N,N,N,N,B,X,X,X,X,N,N,N,N,N
525,W Fallowfield,3,10,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
526,W Fallowfield,3,10,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
527,W Fallowfield,3,10,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
528,W Fallowfield,3,8,N,N,N,N,B,X,X,X,X,N,N,N,N,N
529,Penn,3,9,N,N,N,Y,B,X,X,X,X,N,N,N,N,N
530,Penn,3,9,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
531,Penn,3,8,N,N,N,N,B,X,X,X,X,N,N,N,N,N
532,Penn,3,4,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
533,Penn,3,5,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
534,W Nottingham,3,9,N,Y,N,N,B,X,X,X,X,N,N,N,N,N
535,Penn,3,2,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
536,Penn,3,2,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
537,W Nottingham,3,10,N,N,N,N,B,X,X,X,X,N,N,N,N,N
538,Penn,3,10,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
539,Penn,3,2,N,Y,N,N,B,X,X,X,X,mail,X,X,X,X
540,W Nottingham,3,10,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
541,W Fallowfield,3,4,N,N,N,N,B,X,X,X,X,N,N,N,N,N
542,Penn,3,1,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
543,Penn,3,1,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
544,W Fallowfield,3,7,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
545,Penn,3,2,N,Y,N,N,B,X,X,X,X,N,N,N,N,N
546,Penn,3,4,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
547,Penn,3,6,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
548,W Nottingham,3,5,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
549,W Fallowfield,3,4,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
550,Penn,3,3,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
551,West Grove 1,3,5,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
552,Penn,3,8,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
553,W Nottingham,3,5,Y,Y,N,N,B,X,X,X,X,mail,X,X,X,X
554,Penn,3,6,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
555,W Fallowfield,3,6,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
556,W Nottingham,3,9,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
557,W Nottingham,3,9,N,Y,N,Y,B,X,X,X,X,mail,X,X,X,X
558,Penn,3,10,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
559,West Grove 1,3,9,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
560,West Grove 1,3,1,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
561,Penn,3,7,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
562,Penn,3,4,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
563,Penn,3,3,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
564,Penn,3,3,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
565,Penn,3,9,N,N,N,Y,B,X,X,X,X,N,N,N,N,N
566,West Grove 1,3,4,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
567,W Fallowfield,3,8,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
568,Penn,3,2,N,N,N,N,B,X,X,X,X,N,N,N,N,N
569,W Fallowfield,3,2,N,N,N,N,B,X,X,X,X,N,N,N,N,N
570,Penn,3,4,N,N,N,Y,B,X,X,X,X,N,N,N,N,N
571,Penn,3,4,N,N,N,N,B,X,X,X,X,N,N,N,N,N
572,W Fallowfield,3,7,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
573,W Nottingham,3,2,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
574,Penn,3,7,Y,N,N,Y,B,X,X,X,X,mail,X,X,X,X
575,West Grove 2,3,4,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
576,Penn,3,9,N,Y,N,N,B,X,X,X,X,mail,X,X,X,X
577,Penn,3,8,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
578,Penn,3,4,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
579,W Fallowfield,3,8,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
580,W Fallowfield,3,8,N,N,N,N,B,X,X,X,X,N,N,N,N,N
581,Penn,3,7,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
582,Penn,3,10,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
583,Penn,3,10,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
584,W Fallowfield,3,9,N,N,N,N,B,X,X,X,X,N,N,N,N,N
585,W Fallowfield,3,4,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
586,Penn,3,8,N,N,N,N,B,X,X,X,X,N,N,N,N,N
587,Penn,3,7,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
588,Penn,3,6,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
589,Penn,3,5,Y,Y,N,N,B,X,X,X,X,mail,X,X,X,X
590,Penn,3,10,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
591,Penn,3,10,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
592,W Fallowfield,3,7,Y,N,N,Y,B,X,X,X,X,mail,X,X,X,X
593,Penn,3,10,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
594,West Grove 2,3,7,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
595,W Nottingham,3,4,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
596,W Fallowfield,3,3,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
597,Penn,3,10,N,N,N,Y,B,X,X,X,X,N,N,N,N,N
598,Penn,3,10,N,N,N,N,B,X,X,X,X,N,N,N,N,N
599,Penn,3,2,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
600,W Fallowfield,3,10,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
601,Penn,3,1,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
602,Penn,3,1,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
603,Penn,3,2,N,Y,N,N,B,X,X,X,X,N,N,N,N,N
604,Penn,3,2,N,Y,N,N,B,X,X,X,X,mail,X,X,X,X
605,West Grove 1,3,1,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
606,W Fallowfield,3,10,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
607,W Fallowfield,3,10,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
608,W Nottingham,3,10,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
609,Penn,3,4,N,N,N,N,B,X,X,X,X,N,N,N,N,N
610,W Nottingham,3,1,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
611,W Fallowfield,3,4,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
612,Penn,3,7,Y,N,N,Y,B,X,X,X,X,mail,X,X,X,X
613,Penn,3,7,Y,N,N,Y,B,X,X,X,X,mail,X,X,X,X
614,Penn,3,1,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
615,Penn,3,4,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
616,W Nottingham,3,6,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
617,Penn,3,4,N,N,N,N,B,X,X,X,X,N,N,N,N,N
618,W Fallowfield,3,3,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
619,Penn,3,7,Y,N,N,Y,B,X,X,X,X,mail,X,X,X,X
620,Penn,3,10,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
621,West Grove 1,3,4,N,N,N,Y,B,X,X,X,X,mail,X,X,X,X
622,Penn,3,8,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
623,Penn,3,9,N,Y,N,N,B,X,X,X,X,N,N,N,N,N
624,Penn,3,5,Y,Y,N,N,B,X,X,X,X,mail,X,X,X,X
625,Birmingham 2,6,10,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
626,Birmingham 2,6,5,Y,Y,N,N,B,X,X,X,X,N,N,N,N,N
627,Birmingham 1,6,7,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
628,Birmingham 2,6,7,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
629,Birmingham 2,6,1,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
630,Birmingham 2,6,8,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
631,Birmingham 2,6,7,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
632,Birmingham 2,6,9,N,Y,N,N,B,X,X,X,X,mail,X,X,X,X
633,Birmingham 2,6,10,N,N,N,N,B,X,X,X,X,N,N,N,N,N
634,Birmingham 2,6,5,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
635,Birmingham 2,6,1,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
636,Birmingham 1,6,8,N,Y,Y,N,B,X,X,X,X,mail,X,X,X,X
637,Birmingham 1,6,9,N,N,N,N,B,X,X,X,X,N,N,N,N,N
638,Birmingham 2,6,8,N,Y,N,N,B,X,X,X,X,mail,X,X,X,X
639,Birmingham 2,6,10,N,N,N,N,B,X,X,X,X,N,N,N,N,N
640,Birmingham 2,6,3,N,N,N,N,B,X,X,X,X,N,N,N,N,N
641,Birmingham 1,6,5,Y,Y,N,N,B,X,X,X,X,mail,X,X,X,X
642,Birmingham 1,6,6,Y,N,Y,N,B,X,X,X,X,mail,X,X,X,X
643,Birmingham 1,6,4,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
644,Birmingham 1,6,7,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
645,Birmingham 2,6,3,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
646,Birmingham 2,6,6,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
647,Birmingham 1,6,6,Y,N,Y,N,B,X,X,X,X,N,N,N,N,N
648,Birmingham 2,6,2,N,N,N,N,B,X,X,X,X,N,N,N,N,N
649,Birmingham 2,6,2,N,N,N,N,B,X,X,X,X,N,N,N,N,N
650,Birmingham 2,6,6,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
651,Birmingham 2,6,9,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
652,Birmingham 1,6,2,N,N,N,N,B,X,X,X,X,N,N,N,N,N
653,Birmingham 1,6,2,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
654,Birmingham 1,6,2,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
655,Birmingham 2,6,2,N,N,N,N,B,X,X,X,X,mail,X,X,X,X
656,Birmingham 2,6,8,N,N,N,N,B,X,X,X,X,N,N,N,N,N
657,Birmingham 1,6,6,Y,N,Y,N,B,X,X,X,X,mail,X,X,X,X
658,Birmingham 2,6,8,N,Y,N,N,B,X,X,X,X,N,N,N,N,N
659,Birmingham 1,6,2,N,Y,N,N,B,X,X,X,X,mail,X,X,X,X
660,Birmingham 1,6,2,N,N,N,N,B,X,X,X,X,N,N,N,N,N
661,Birmingham 2,6,6,Y,N,N,N,B,X,X,X,X,mail,X,X,X,X
662,Birmingham 1,6,10,N,N,Y,N,B,X,X,X,X,polls,X,X,X,X
663,Birmingham 2,6,6,Y,N,N,N,B,X,X,X,X,N,N,N,N,N
664,Birmingham 1,6,3,N,N,Y,N,B,X,X,X,X,mail,X,X,X,X
665,Birmingham 1,6,3,N,N,Y,N,B,X,X,X,X,mail,X,X,X,X
666,Birmingham 1,6,4,N,N,N,N,B,X,X,X,X,N,N,N,N,N
